Words,Pinyin,En.translation,Word_Length,CLDC_wfpm,CLDC_logfpm,CLDC_zipf,SUBTLEX_freq,AoA_in_years,PhonologicalN,C1_stroke,C2_stroke,C3_stroke,C1_pinyin,C2_pinyin,C3_pinyin,C1_PN,C2_PN,C3_PN,C1_characterfrequency,C2_characterfrequency,C3_characterfrequency,C1_syllablefrequency,C2_syllablefrequency,C3_syllablefrequency,C1_AoA,C2_AoA,C3_AoA
白菜,bai2cai4,cabbage,2,4.743780632,0.759197845,3.676171209,1.2041,7.5,1,5,11,NA,bai2,cai4,NA,13,21,NA,712.0005091,186.7824751,NA,665.7396351,188.351256,NA,6.5,8,NA
子弹,zi3dan4,bullet,2,13.46512987,1.160322337,4.129203205,3.0116,9.090909091,0,3,11,NA,zi,dan4,NA,9,23,NA,3310.14391,242.4587256,NA,825.9382697,1771.029891,NA,6.5,7.5,NA
河马,he2ma3,hippo,2,0.374006108,0.137988663,2.573897398,1.6021,7.888888889,1,8,3,NA,he2,ma3,NA,11,21,NA,480.8784457,1015.390094,NA,7828.007631,1130.365187,NA,7,6.5,NA
轮胎,lun2tai1,tire,2,5.59917173,0.81948943,3.748157674,2.4232,9.428571429,0,8,9,NA,lun2,tai1,NA,7,18,NA,222.7137474,46.89592088,NA,333.7345979,48.05501588,NA,7.5,10.5,NA
扳手,ban1shou5,wrench,2,0.303936837,0.115256555,2.484044989,1.7404,NA,3,7,4,NA,ban1,shou3,NA,24,15,NA,5.522351057,1398.091915,NA,790.6561712,2305.51194,NA,11,6.5,NA
洋葱,yang2cong1,onion,2,1.071058854,0.31619244,3.030145473,2.2577,8.714285714,1,9,12,NA,yang2,cong1,NA,17,14,NA,267.9850517,17.20680903,NA,71.86052652,139.0732368,NA,7.5,8,NA
隧道,sui4dao4,tunnel,2,7.941487354,0.951409767,3.89991492,2.3927,9.7,0,14,12,NA,sui4,dao4,NA,13,23,NA,6.642428351,2149.581708,NA,286.3543193,781.3544843,NA,10,7,NA
香肠,xiang1chang2,sausage,2,1.248507007,0.351894245,3.09667072,2.4487,7.473684211,2,9,7,NA,xiang1,chang2,NA,8,21,NA,343.8644021,59.73678298,NA,2292.646187,2883.387734,NA,7,9,NA
哨子,shao4zi5,whistle,2,0.528704498,0.184323543,2.723923167,1.5315,9.227272727,10,10,3,NA,shao4,zi,NA,23,6,NA,21.28012315,3310.14391,NA,16.8004867,825.9382697,NA,8,6.5,NA
光盘,guang1pan2,light disk,2,6.779429447,0.890947746,3.831214746,1.4472,11.81818182,0,6,11,NA,guang1,pan2,NA,9,19,NA,793.7520245,162.829639,NA,797.0106758,165.9510556,NA,7,8.5,NA
法官,fa3guan1,judge,2,20.30097873,1.328399559,4.307499753,2.9031,12.13636364,3,8,8,NA,fa3,guan1,NA,19,14,NA,3119.607662,507.1979076,NA,3120.218491,3574.263518,NA,6.5,7,NA
和尚,he2shang5,buddhist monk,2,12.83541642,1.140992235,4.108404062,1.6902,8.52173913,4,8,8,NA,he2,shang4,NA,11,23,NA,4104.555199,216.545586,NA,7828.007631,2883.387734,NA,6.5,10,NA
手铐,shou3kao4,handcuffs,2,1.074698816,0.316955059,3.031617659,2.49,11.55,2,4,11,NA,shou3,kao4,NA,15,22,NA,1398.091915,2.933055257,NA,2305.51194,198.6532762,NA,6.5,NA,NA
手表,shou3biao3,watch,2,5.654681153,0.823127252,3.752441315,2.4713,9.875,2,4,8,NA,shou3,biao3,NA,15,11,NA,1398.091915,1833.396333,NA,2305.51194,1836.645566,NA,6.5,7.5,NA
风车,feng1che1,windmill,2,1.35679588,0.37232197,3.132769005,1.5911,7.125,0,4,4,NA,feng1,che1,NA,21,12,NA,867.7127801,1045.048261,NA,1409.316233,1045.020679,NA,6.5,6.5,NA
南瓜,nan2gua1,pumpkin,2,1.392285511,0.37881301,3.143975373,2.179,6.260869565,0,9,5,NA,nan2,gua1,NA,18,7,NA,1064.734713,58.07718497,NA,1971.31,83.53623915,NA,6.5,7,NA
牙齿,ya2chi3,teeth,2,8.035216379,0.955938558,3.905010067,2.7275,8.318181818,0,4,8,NA,ya2,chi3,NA,17,11,NA,156.1340658,42.80107975,NA,216.8052556,137.2104776,NA,6.5,8.5,NA
嘴唇,zui3chun2,lip,2,10.53951032,1.06218738,4.022821239,2.5855,7.5625,0,16,10,NA,zui3,chun2,NA,9,7,NA,96.32328372,30.31003158,NA,96.32328372,192.8396378,NA,7,10,NA
舌头,she2tou5,tongue,2,4.565422488,0.745498139,3.659530839,2.6365,5.85,2,6,5,NA,she2,tou2,NA,13,9,NA,13.46918173,1185.230139,NA,83.53623915,1183.902864,NA,7,6.5,NA
面包,mian4bao1,bread,2,15.00028389,1.204127688,4.176089134,2.8633,6.8,0,9,5,NA,mian4,bao1,NA,9,22,NA,2708.161227,585.9659138,NA,2707.963448,706.3032511,NA,7,6.5,NA
骨头,gu3tou5,bone,2,6.229795167,0.859125993,3.79450051,2.7803,6.55,1,9,5,NA,gu3,tou2,NA,22,9,NA,161.09806,1185.230139,NA,279.7327453,1183.902864,NA,8,6.5,NA
葡萄,pu2tao2,grape,2,28.86034965,1.475094889,4.460278592,2.1931,6.739130435,1,12,11,NA,pu2,tao2,NA,20,21,NA,37.32447359,37.32447359,NA,1852.070342,238.0947968,NA,7.5,7.5,NA
骷髅,ku1lou2,skeleton,2,1.006449526,0.302428239,3.003147803,1.9345,10.22222222,0,14,18,NA,ku1,lou2,NA,20,10,NA,0.74402732,0.820044578,NA,103.1009286,234.3141155,NA,NA,NA,NA
雕像,diao1xiang4,statue,2,4.557232574,0.744858573,3.658751214,2.2253,10.19047619,1,16,13,NA,diao1,xiang4,NA,11,9,NA,71.02231853,536.8184021,NA,83.15480742,2986.348737,NA,9,7,NA
陀螺,tuo2luo2,spinning top,2,1.722612073,0.434985766,3.236380157,1.3979,8.652173913,1,7,17,NA,tuo2,luo2,NA,16,16,NA,6.887970821,28.94844813,NA,18.4493212,555.4426303,NA,8,8,NA
警察,jing3cha2,policeman,2,36.87099629,1.57830673,4.566658901,3.4447,7.7,1,19,14,NA,jing3,cha2,NA,12,18,NA,141.7809312,228.3659333,NA,547.6067983,949.2436436,NA,9,7.5,NA
书架,shu1jia4,bookshelf,2,2.78184105,0.577703272,3.444437663,1.716,9.6,5,4,9,NA,shu1,jia4,NA,22,7,NA,1195.624994,147.6470417,NA,1634.862801,1221.117684,NA,6.5,7,NA
罗汉,luo2han4,arhat,2,2.710861788,0.569474779,3.433216446,1,NA,1,8,5,NA,luo2,han4,NA,16,26,NA,473.4771903,307.9903109,NA,3.331304962,448.4755851,NA,9.5,8.5,NA
汽车,qi4che1,carpet,2,120.0659705,2.083022088,5.079386537,3.1169,5.882352941,1,7,4,NA,qi4,che1,NA,16,12,NA,250.5804632,1045.048261,NA,358.5982957,1045.020679,NA,7,6.5,NA
地球,di4qiu2,earth,2,41.15432171,1.624842106,4.614388361,2.9827,6.842105263,3,6,11,NA,di4,qiu2,NA,17,6,NA,4392.326938,600.3237575,NA,7236.13,1531.866816,NA,6.5,7,NA
灯泡,deng1pao4,bulb,2,2.040198768,0.482901979,3.309829456,2.0719,7.473684211,2,6,8,NA,deng1,pao4,NA,20,22,NA,134.7880162,45.19125069,NA,361.5986229,41.57538555,NA,6.5,7,NA
钢笔,gang1bi3,pen,2,1.697132338,0.430902256,3.229911822,1.8195,7.84,2,9,10,NA,gang1,bi3,NA,24,15,NA,139.8233186,226.9518777,NA,491.6607874,1366.046941,NA,7.5,6.5,NA
绵羊,mian2yang2,sheep,2,2.385085179,0.529569601,3.37763287,1.8513,8.576923077,2,11,6,NA,mian2,yang2,NA,9,17,NA,16.50045398,85.11914718,NA,115.7312296,937.9237994,NA,8,7,NA
纺车,fang3che1,carriage,2,0.54963428,0.190229215,2.740755557,0,NA,0,7,4,NA,fang3,che1,NA,20,12,NA,68.32673311,1045.048261,NA,445.3427322,1045.020679,NA,8,6.5,NA
苍蝇,cang1ying5,fly,2,3.544413114,0.657477804,3.549619131,2.3118,5.1,1,7,14,NA,cang1,ying2,NA,23,4,NA,21.59697385,4.18834909,NA,85.05389343,923.8269707,NA,7.5,9.5,NA
枕头,zhen3tou5,pillow,2,3.621762309,0.664807607,3.55899236,2.5198,6.681818182,0,8,5,NA,zhen3,tou2,NA,13,9,NA,15.65686423,1185.230139,NA,711.6284955,1183.902864,NA,10.5,6.5,NA
气球,qi4qiu2,ballon,2,3.774640718,0.678940697,3.576943617,2.2695,5.31578947,7,4,11,NA,qi4,qiu2,NA,16,6,NA,1126.97132,600.3237575,NA,2698.233239,1531.866816,NA,6.5,7,NA
裙子,qun2zi5,skirt,2,3.492543654,0.652492306,3.543218294,2.7917,6.4375,0,12,3,NA,qun2,zi,NA,2,6,NA,10.35785592,3310.14391,NA,487.0149893,825.9382697,NA,7,6.5,NA
花朵,hua1duo3,flower,2,4.701011077,0.755951885,3.672238644,1.9777,5.736842105,1,7,6,NA,hua1,duo3,NA,7,12,NA,618.8457324,43.20202033,NA,617.5130758,62.50838565,NA,6.5,7,NA
梯子,ti1zi5,ladder,2,1.800871259,0.447293147,3.255665373,2.1523,6.695652174,7,11,3,NA,ti1,zi,NA,14,6,NA,23.58351334,3310.14391,NA,52.15658421,825.9382697,NA,7.5,6.5,NA
铅笔,qian1bi3,pencil,2,3.384254781,0.641895784,3.529543122,2.1931,6.5,2,10,10,NA,qian1,bi3,NA,9,15,NA,17.87616453,226.9518777,NA,643.2782172,1366.046941,NA,7,6.5,NA
领带,ling3dai4,tie,2,3.700021494,0.672099844,3.568274355,2.5105,11.60869565,1,11,9,NA,ling3,dai4,NA,15,20,NA,965.031688,644.4366395,NA,1003.359859,3264.117142,NA,7,7,NA
蘑菇,mo2gu5,mushroom,2,2.641702508,0.561304465,3.421996794,2.1239,7.3,1,19,11,NA,mo2,gu1,NA,16,11,NA,2.412370677,4.12847709,NA,429.4665616,279.7327453,NA,8,8,NA
拇指,mu3zhi3,thumb,2,3.941168985,0.693829707,3.59568863,2.0969,5.666666667,4,8,9,NA,mu3,zhi3,NA,21,12,NA,4.4036192,953.2093227,NA,424.2489523,5144.921335,NA,11,7.5,NA
口哨,kou3shao4,whistle,2,1.426865151,0.385045645,3.154623126,1.9956,NA,2,3,10,NA,kou3,shao4,NA,16,23,NA,1067.071066,21.28012315,NA,1064.662059,16.8004867,NA,6.5,8,NA
猴子,hou2zi5,monkey,2,4.166846636,0.713225571,3.61986566,2.616,6.47826087,4,12,3,NA,hou2,zi,NA,11,6,NA,18.45672111,3310.14391,NA,39.6534271,825.9382697,NA,7,6.5,NA
盒子,he2zi5,box,2,3.521663351,0.655298225,3.546823354,2.8609,7.7,4,11,3,NA,he2,zi,NA,11,6,NA,27.28077749,3310.14391,NA,1153.650014,825.9382697,NA,8,6.5,NA
火柴,huo3chai2,match,2,3.329655349,0.636453327,3.522481268,2.1847,6.217391304,0,4,10,NA,huo3,chai2,NA,12,12,NA,502.9416139,35.40184241,NA,6.445321656,37.22894748,NA,6.5,7.5,NA
楼梯,lou2ti1,staircase,2,7.84775833,0.946833252,3.894759286,2.7372,7.772727273,0,13,11,NA,lou2,ti1,NA,10,14,NA,229.6656266,23.58351334,NA,234.3141155,52.15658421,NA,7.5,7.5,NA
字典,zi4dian3,dictionary,2,2.842810415,0.584648959,3.453850204,2.0792,8.428571429,3,6,8,NA,zi4,dian3,NA,10,8,NA,574.2289838,232.2448316,NA,3827.200516,1767.211537,NA,6.5,8.5,NA
佛像,fo2xiang4,buddha statue,2,3.53804318,0.656868624,3.548838125,1.0792,9.052631579,1,7,13,NA,fu2,xiang4,NA,12,9,NA,174.6042413,536.8184021,NA,1572.505777,2986.348737,NA,8,7,NA
打火机,da3huo3ji1,lighter,3,1.007359517,0.302625161,3.003539943,1.9731,7.434782609,0,5,4,6,da3,huo3,ji1,21,12,14,838.1245761,502.9416139,2181.919987,1085.856747,6.445321656,4380.783078,6.5,6.5,7
蛋糕,dan4gao1,cake,2,3.740971068,0.675867305,3.573053288,2.9186,6.789473684,1,11,16,NA,dan4,gao1,NA,23,22,NA,119.7076722,20.51927786,NA,1771.029891,2207.212207,NA,8,8,NA
肺,fei4,lungs,1,30.07700699,1.492439186,4.478211066,2.5843,NA,9,8,NA,NA,fei4,NA,NA,9,NA,NA,34.81724952,NA,NA,964.9563435,NA,NA,NA,NA,NA
弓,gong1,bow,1,12.75351728,1.138413777,4.105624271,1.9395,NA,13,3,NA,NA,gong1,NA,NA,15,NA,NA,14.03762937,NA,NA,7625.205023,NA,NA,7,NA,NA
狗,gou3,dog,1,50.60275338,1.712672875,4.704145268,3.4195,NA,15,8,NA,NA,gou3,NA,NA,15,NA,NA,47.08630038,NA,NA,53.70652901,NA,NA,6.5,NA,NA
狗屋,gou3wu1,doghouse,2,NA,NA,NA,NA,NA,NA,8,9,NA,gou3,wu1,NA,NA,NA,NA,47.08630038,182.8773407,NA,53.70652901,393.0368044,NA,6.5,7.5,NA
鼓,gu3,drum,1,115.8690942,2.067699678,5.063934332,2.4639,NA,21,13,NA,NA,gu3,NA,NA,22,NA,NA,166.3392145,NA,NA,1277.293765,NA,NA,7.5,NA,NA
罐子,guan4zi5,jar,2,1.091078645,0.320370367,3.038181428,2.3222,NA,5,23,3,NA,guan4,zi,NA,14,6,NA,22.4089458,3310.14391,NA,280.2709205,825.9382697,NA,9,6.5,NA
核桃,he2tao5,walnut,2,2.76455123,0.575713212,3.441730882,1.7404,6.666666667,0,10,10,NA,he2,tao2,NA,11,10,NA,244.6800441,48.29584932,NA,516.9126441,238.0947968,NA,9,6.5,NA
胡萝卜,hu2luo2bo5,carrot,3,2.912879686,0.592496494,3.46442151,2.1335,NA,0,9,11,2,hu2,luo2,bo5,21,16,13,164.7778335,10.40427353,13.12474956,508.6388719,555.4426303,19.33,7.5,8.5,8.5
滑雪板,hua2xue3ban3,snowboard,3,0.30939678,0.117071269,2.491754561,1.3802,NA,0,12,11,8,hua2,xue3,ban3,3,4,24,95.89207078,140.2747131,229.1301422,1277.293765,140.4758561,1047.708192,7.5,6.5,8
活页夹,huo2ye4jia1,loose-lead binder,3,0.0282,0.0121,1.464150161,0.6021,NA,NA,9,6,6,huo2,ye4,jia1,NA,NA,NA,1384.351627,235.9017326,48.52995556,56.05499137,2678.169392,9.082380511,6.5,8,7
火腿,huo3tui3,ham,2,2.922889582,0.593606084,3.465910908,2.2553,7.476190476,1,4,13,NA,huo3,tui3,NA,12,11,NA,502.9416139,56.63891154,NA,6.445321656,56.63891154,NA,6.5,7,NA
剑,jian4,sword,1,66.32101981,1.828150686,4.821620464,2.5038,NA,5,9,NA,NA,jian4,NA,NA,5,NA,NA,66.5191369,NA,NA,4819.03266,NA,NA,9,NA,NA
箭头,jian4tou2,arrow,2,1.564273721,0.408964382,3.194528629,1.6628,8.473684211,1,15,5,NA,jian4,tou2,NA,5,11,NA,49.09369417,1185.230139,NA,4819.03266,1183.902864,NA,8,6.5,NA
金字塔,jin1zi4ta3,pyramid,3,3.443404165,0.647715818,3.537066066,1.8976,9.421052632,1,8,6,12,jin1,zi4,ta3,9,10,20,1142.240698,574.2289838,120.5411712,2422.279829,3827.200516,70.70344968,6.5,6.5,8
冷杉,leng3shan1,fir,2,0.508684706,0.178598488,2.707188209,0.4771,NA,1,7,7,NA,leng3,shan1,NA,13,24,NA,208.448739,5.975091008,NA,208.448739,557.9175639,NA,7.5,7.5,NA
梨,li2,pear,1,11.25567286,1.08833716,4.051369882,1.8865,NA,16,11,NA,NA,li2,NA,NA,16,NA,NA,12.08943487,NA,NA,694.8488631,NA,NA,7.5,NA,NA
立方体,li4fang1ti3,cube,3,0.264807244,0.102024344,2.424383034,1.1139,10.36,1,5,4,7,li4,fang1,ti3,18,23,15,1482.573325,3232.820232,2234.908725,6647.206002,3241.529253,70.00920357,6.5,6.5,7
淋浴,lin2yu4,shower,2,1.166607859,0.335780314,3.067226839,2.0531,9.45,0,11,10,NA,lin2,yu4,NA,10,6,NA,40.55688884,29.38975185,NA,927.0943674,1980.039678,NA,7.5,8,NA
笼子,long2zi5,cage,2,2.089338257,0.489865462,3.320161178,2.3118,6,1,11,3,NA,long2,zi,NA,13,6,NA,35.51284106,3310.14391,NA,338.4321954,825.9382697,NA,7.5,6.5,NA
螺丝刀,luo2si1dao1,screwdriver,3,0.161978314,0.0652,2.211853213,1.5911,NA,0,17,5,2,luo2,si1,dao1,16,10,23,28.94844813,145.3947782,98.29704155,555.4426303,2878.815262,102.0117964,8,8,6.5
驴,lv2,donkey,1,11.42948106,1.094452997,4.058024398,2.1523,NA,8,7,NA,NA,lv2,NA,NA,9,NA,NA,11.90309168,NA,NA,14.16813687,NA,NA,9,NA,NA
滤盆,lv4pen2,strainer filter,2,NA,NA,NA,NA,NA,NA,13,9,NA,lv4,pen2,NA,NA,NA,NA,17.6178404,50.97327132,NA,1016.161703,50.97327132,NA,NA,7,NA
马鞍,ma3an1,saddle,2,1.684392471,0.428846012,3.226641165,1.5185,NA,0,3,15,NA,ma3,an1,NA,21,8,NA,1015.390094,13.25794794,NA,1130.365187,1153.650014,NA,6.5,15,NA
摩托车,mo2tuo1che1,motorbike,3,8.291833708,0.968101429,3.918661553,2.4014,9.25,0,15,6,4,mo2,tuo1,che1,16,17,12,56.40749617,253.6144264,1045.048261,166.0748359,508.3617117,1045.020679,7.5,7.5,6.5
柠檬,ning2meng2,lemmon,2,2.603482906,0.556722466,3.415669812,2.29,9.055555556,1,9,17,NA,ning2,meng2,NA,12,17,NA,2.857710719,2.857710719,NA,616.0055123,228.165463,NA,12.5,12.5,NA
牛,niu2,cattle,1,128.8928786,2.113585342,5.110195299,2.9643,NA,6,4,NA,NA,niu2,NA,NA,7,NA,NA,161.4081835,NA,NA,161.4081835,NA,NA,6.5,NA,NA
螃蟹,pang2xie4,crab,2,1.750821779,0.439462454,3.243430916,1.9868,7.25,1,16,19,NA,pang2,xie4,NA,20,12,NA,1.29431154,2.337698858,NA,62.40142332,352.0305392,NA,7.5,7.5,NA
皮带,pi2dai4,belt,2,2.355055491,0.525699708,3.372132233,2.2601,7.947368421,4,5,9,NA,pi2,dai4,NA,15,20,NA,264.2756786,644.4366395,NA,336.007043,3264.117142,NA,6.5,7,NA
桥,qiao2,bridge,1,117.5907963,2.074050985,5.070340002,2.6721,NA,10,10,NA,NA,qiao2,NA,NA,11,NA,NA,137.9504686,NA,NA,210.5671314,NA,NA,6.5,NA,NA
青蛙,qing1wa1,frog,2,1.984689346,0.474899135,3.297854929,2.1553,7.45,0,8,12,NA,qing1,wa1,NA,11,22,NA,899.2128517,2.599386586,NA,6299.095397,2121.304633,NA,6.5,6.5,NA
伞,san3,umbrella,1,18.06968195,1.28034345,4.256935689,2.1038,NA,22,6,NA,NA,san3,NA,NA,22,NA,NA,20.70225745,NA,NA,177.8837469,NA,NA,6.5,NA,NA
鲨鱼,sha1yu2,shark,2,2.153037594,0.498729149,3.33319844,2.3139,7.3,2,15,8,NA,sha1,yu2,NA,23,8,NA,1.622598459,156.4488983,NA,557.9175639,4175.387138,NA,8.5,6.5,NA
山,shan1,mountain,1,704.7922153,2.848676864,5.848024969,3.0398,NA,21,3,NA,NA,shan1,NA,NA,24,NA,NA,1002.2048,NA,NA,1059.740446,NA,NA,6.5,NA,NA
手推车,shou3tui1che1,handcart,3,0.476835038,0.169331987,2.679159486,1.8062,9.8,0,4,11,4,shou3,tui1,che1,15,11,12,1398.091915,597.3402483,1045.048261,2305.51194,597.42232,1045.020679,6.5,8.5,6.5
手杖,shou3zhang4,walking stick,2,1.66528267,0.425743275,3.221688527,1.4914,NA,3,4,7,NA,shou3,zhang4,NA,15,23,NA,1398.091915,3.940115744,NA,2305.51194,350.7792817,NA,6.5,11,NA
水龙头,shui3long2tou2,faucet,3,1.979229402,0.474103945,3.296659073,1.7634,7.318181818,0,4,5,5,shui3,long2,tou2,12,13,11,1518.431943,251.9521375,1185.230139,1514.35392,338.4321954,1183.902864,6.5,7.5,6.5
兔子,tu4zi5,rabbit,2,3.205896637,0.623858595,3.506036082,2.5575,5,8,8,3,NA,tu4,zi,NA,25,6,NA,15.79409893,3310.14391,NA,11.97641806,825.9382697,NA,6.5,6.5,NA
拖拉机,tuo1la1ji1,tractor,3,4.666431437,0.753309638,3.669032881,1.716,NA,0,8,8,6,tuo1,la1,ji1,17,23,14,56.19895326,691.3298695,2181.919987,137.2104776,707.4145831,4380.783078,8,7.5,7
望远镜,wang4yuan3jing4,telescope,3,5.743860225,0.82890856,3.759235972,2.0755,NA,0,11,7,16,wang4,yuan3,jing4,22,4,11,616.801339,453.5747958,84.36704723,784.5848814,453.5747958,1155.543045,7,6.5,7
洗手池,xi3shou3chi2,sink,3,NA,NA,NA,NA,NA,NA,9,4,6,xi3,shou3,chi2,NA,NA,NA,136.9696442,1398.091915,71.90492598,483.6217942,2305.51194,147.3967902,7,6.5,7
橡皮擦,xiang4pi2ca1,eraser,3,0.0646,0.0272,1.816332679,0.6021,NA,0,15,5,17,xiang4,pi2,ca1,9,15,19,11.2169182,264.2756786,40.59187023,2986.348737,336.007043,40.59187023,8,6.5,7
靴子,xue1zi5,boot,2,2.012899052,0.478984581,3.303981596,2.4048,10.77777778,1,13,3,NA,xue1,zi,NA,6,6,NA,3.102580469,3310.14391,NA,31.3009468,825.9382697,NA,8.5,6.5,NA
雪橇,xue3qiao1,sleigh,2,1.210287405,0.344448749,3.083178238,1.9494,NA,0,11,16,NA,xue3,qiao1,NA,4,13,NA,140.2747131,0.894716397,NA,140.4758561,72.08588742,NA,6.5,NA,NA
鸭子,ya1zi5,duck,2,2.64534247,0.561738335,3.422594585,2.3075,6.45,3,10,3,NA,ya1,zi,NA,22,6,NA,22.25287497,3310.14391,NA,507.5093766,825.9382697,NA,6.5,6.5,NA
烟灰缸,yan1hui1gang1,ashtray,3,0.317586695,0.119779201,2.503068227,1.8692,NA,0,10,6,9,yan1,hui1,gang1,23,11,24,166.3755413,85.68288578,12.26366911,196.0700349,488.9234934,491.6607874,7.5,7.5,9
阳台,yang2tai2,balcony,2,6.555571777,0.878267336,3.816634167,2.2455,9.043478261,1,6,5,NA,yang2,tai2,NA,17,13,NA,393.2823469,754.7228808,NA,937.9237994,1147.010949,NA,7,6.5,NA
音符,yin1fu2,musical note,2,1.643442897,0.422169933,3.215958335,1.7559,12.63157895,3,9,11,NA,yin1,fu2,NA,7,20,NA,527.7642758,66.4908827,NA,2432.754739,1600.458601,NA,6.5,8,NA
长颈鹿,chang2jing3lu4,giraffe,3,0.434975473,0.156844478,2.639335696,1.6335,8.260869565,0,4,11,11,zhang3,jing3,lu4,21,12,26,2093.408318,10.81463218,20.56704091,2883.387734,32.5057867,1665.493047,6.5,8,7
注射器,zhu4she4qi4,syringe,3,0.49776482,0.175443625,2.697780741,1.8976,9.85,0,8,10,16,zhu4,she4,qi4,24,19,16,524.1901193,296.1699636,607.9732463,100.4403246,3806.927453,2043.04453,7,8,7
自行车,zi4xing2che1,bike,3,16.68467637,1.247597117,4.222304783,2.5821,NA,0,6,6,4,zi4,xing2,che1,10,10,12,3279.201523,3796.253419,1045.048261,3827.200516,2278.263453,1045.020679,6.5,7,6.5
棕榈树,zong1lǘshu4,palm tree,3,0.407675757,0.148502631,2.611246523,NA,NA,NA,12,13,9,zong1,lv2,shu4,NA,NA,NA,6.974078865,1.831141379,256.7869696,362.9951877,14.16813687,2515.655258,8.5,NA,6.5
猩猩,xing1xing1,gorilla,2,2.224926846,0.508519868,3.347456635,1.9031,NA,3,12,12,NA,xing1,xing1,NA,10,10,NA,5.652185842,5.652185842,NA,1093.357565,1093.357565,NA,7.5,7.5,NA
胶囊,jiao1ng2,capsule,2,2.167597442,0.500729984,3.336124225,1.415,9.31578947,2,10,22,NA,jiao1,ng2,NA,14,19,NA,70.30654541,16.95252121,NA,2072.178649,0.734609253,NA,9,9.5,NA
桥梁,qiao2liang2,bridge,2,11.02635525,1.080134028,4.042431131,1.8388,9.8125,0,10,11,NA,qiao2,liang2,NA,11,8,NA,137.9504686,88.18405538,NA,210.5671314,615.6435895,NA,6.5,7.5,NA
板车,ban3che1,dray,2,0.935470265,0.286786503,2.971415557,0.699,NA,4,8,4,NA,ban3,che1,NA,24,12,NA,229.1301422,1045.048261,NA,1047.708192,1045.020679,NA,8,6.5,NA
针管,zhen1guan3,needle tube,2,0.170168229,0.0682,2.233158032,NA,NA,NA,7,14,NA,zhen1,guan3,NA,NA,NA,NA,197.0871862,1158.543372,NA,1154.050954,1449.496399,NA,7.5,8,NA
酒瓶,jiu3ping2,wine bottle,2,2.449694506,0.537780637,3.389236536,2.0969,7.19047619,0,10,10,NA,jiu3,ping2,NA,8,11,NA,251.1603471,43.78459506,NA,883.4241345,2124.169744,NA,9,9.5,NA
汉堡,han4bao3,hamburger,2,3.762810841,0.677863333,3.575580712,2.5933,11.40909091,0,5,12,NA,han4,bao3,NA,26,23,NA,307.9903109,70.44378011,NA,448.4755851,1659.514592,NA,8.5,8,NA
海马,hai3ma3,seahorse,2,0.957310037,0.291659623,2.981428554,1.2553,10.10526316,2,10,3,NA,hai3,ma3,NA,17,21,NA,1301.035367,1015.390094,NA,1301.035367,1130.365187,NA,6.5,6.5,NA
烤箱,kao3xiang1,oven,2,0.468645123,0.166916867,2.671649884,2.1703,NA,1,10,15,NA,kao3,xiang1,NA,22,8,NA,18.66257315,123.1385396,NA,543.5045572,2292.646187,NA,8,9,NA
灶台,zao4tai2,hobs,2,0.402215814,0.146814861,2.605403909,0.699,8.807692308,1,7,5,NA,zao4,tai2,NA,23,13,NA,14.13450092,754.7228808,NA,930.3133282,1147.010949,NA,10,6.5,NA
烧杯,shao1bei1,beaker,2,0.061,0.0257,1.791509095,0.8451,NA,1,10,8,NA,shao1,bei1,NA,23,9,NA,117.2226479,97.62701333,NA,184.7622996,273.1575888,NA,7.5,8,NA
绷带,beng1dai4,bandage,2,1.166607859,0.335780314,3.067226839,2.1523,11.45454545,3,11,9,NA,beng1,dai4,NA,20,20,NA,6.032272131,644.4366395,NA,28.24949299,3264.117142,NA,11,7,NA
竹排,zhu2pai2,bamboo raft,2,0.124668703,0.051,2.098879269,NA,NA,NA,6,11,NA,zhu2,pai2,NA,NA,NA,NA,63.51275526,349.5616601,NA,188.2570753,309.2462774,NA,6.5,7,NA
手指,shou3zhi3,finger,2,16.73199587,1.248757622,4.223534677,2.8351,5.722222222,0,4,9,NA,shou3,zhi3,NA,15,12,NA,1398.091915,953.2093227,NA,2305.51194,5144.921335,NA,6.5,7.5,NA
扁担,bian3dan5,shoulder pole,2,1.022829356,0.305959248,3.010152705,0,NA,0,9,8,NA,bian3,dan1,NA,5,23,NA,14.75272977,306.8991605,NA,1072.575926,989.7298969,NA,7.5,7.5,NA
水池,shui3chi2,pool,2,3.403364582,0.643784645,3.531987891,2.0334,7.473684211,0,4,6,NA,shui3,chi2,NA,12,8,NA,1518.431943,71.90492598,NA,1514.35392,147.3967902,NA,6.5,7,NA
气泡,qi4pao4,bubble,2,1.594303408,0.414020766,3.202782098,1.716,9.727272727,2,4,8,NA,qi4,pao4,NA,16,22,NA,1126.97132,45.19125069,NA,2698.233239,41.57538555,NA,6.5,7,NA
口红,kou3hong2,lipstick,2,1.455984848,0.390225683,3.163391514,2.1523,10.86956522,1,3,6,NA,kou3,hong2,NA,16,11,NA,1067.071066,456.7480118,NA,1064.662059,7625.205023,NA,6.5,6.5,NA
吊车,diao4che1,lift,2,0.722532481,0.23616742,2.859367311,1.1139,8.705882353,2,6,4,NA,diao4,che1,NA,10,12,NA,32.69414805,1045.048261,NA,901.0715746,1045.020679,NA,9.5,6.5,NA
